학교명,학교급구분,설립형태,교육지원청명,위도,경도,2008년 학생수,2009년 학생수,2010년 학생수,2011년 학생수,2012년 학생수,2013년 학생수,2014년 학생수,2015년 학생수,2016년 학생수,2017년 학생수,2018년 학생수,2019년 학생수,2020년 학생수,2021년 학생수,2022년 학생수
서울마천초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.49550545,127.1526295,1386,1282,1209,1278,1281,1219,1180,1130,1078,1033,1032,995,912,883,884
서울잠일초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51474166,127.0816362,0,1579,1721,1820,1868,1818,1813,1784,1800,1818,1855,1912,1895,1800,1742
서울명신초등학교,초등학교,공립,서울특별시중부교육지원청,37.58146865,127.0146229,400,421,424,419,389,395,385,413,402,397,383,392,369,336,307
서울서원초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.5024389,127.0146195,1014,936,881,1006,1014,1013,1074,1052,1020,1008,982,1206,1281,1346,1524
서울위례솔초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.48663746,127.1509109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,762
서울영화초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.50914588,126.9336276,1117,1077,1013,920,866,740,661,619,555,510,493,487,490,481,436
서울자곡초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47219072,127.0996665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,471,536,559,626,698,664,672,647
서울한남초등학교,초등학교,공립,서울특별시중부교육지원청,37.53920365,127.0055998,639,582,520,484,432,385,362,341,316,304,314,307,284,279,295
서울공진초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.55780477,126.8226104,303,260,218,186,172,140,125,593,664,934,1252,1450,1666,1749,1866
서울신성초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47200331,126.9367542,1090,993,895,819,796,750,729,737,706,697,679,645,605,553,554
서울논현초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.5084232,127.0262229,709,586,512,469,433,396,380,359,346,356,347,339,309,290,266
서울구룡초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48119739,127.0517714,1255,1106,967,854,763,641,599,532,491,468,486,492,504,733,745
서울독립문초등학교,초등학교,공립,서울특별시중부교육지원청,37.57421553,126.9599722,738,710,671,643,585,521,463,436,420,437,476,502,496,487,468
서울신내초등학교,초등학교,공립,서울특별시동부교육지원청,37.60493422,127.1001285,894,825,906,900,870,867,905,954,982,971,993,956,885,785,705
서울중곡초등학교,초등학교,공립,서울특별시동부교육지원청,37.57489173,127.083439,1902,1784,1737,1605,1453,1302,1249,1205,1125,1082,1044,982,934,855,842
서울전농초등학교,초등학교,공립,서울특별시동부교육지원청,37.57473031,127.0543331,1100,876,687,606,527,488,653,639,640,665,743,901,927,966,1036
서울잠실초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.52010753,127.1113114,0,998,1113,1147,1142,1131,1161,1123,1151,1183,1262,1227,1100,1123,1095
서울신곡초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.53909546,126.8560096,1391,1292,1185,1061,1002,958,903,836,779,784,791,790,734,678,657
서울불광초등학교,초등학교,공립,서울특별시서부교육지원청,37.61342945,126.9307187,1986,1886,1729,1452,1338,1134,1073,996,981,957,949,844,804,773,733
상명대학교사범대학부속초등학교,초등학교,사립,서울특별시중부교육지원청,37.60044056,126.9567149,370,369,389,386,380,369,357,337,341,339,308,293,289,324,332
서울면동초등학교,초등학교,공립,서울특별시동부교육지원청,37.58535152,127.0865922,2156,2018,1801,1607,1470,1319,1229,1145,1099,1052,1001,975,946,1007,1019
서울영도초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.53596257,126.871927,1945,1825,1763,1671,1570,1424,1327,1256,1209,1187,1179,1205,1211,1220,1188
서울가동초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.49741227,127.1300159,1594,1404,1309,1244,1106,1037,1026,983,950,956,987,947,900,895,853
서울미래초등학교,초등학교,공립,서울특별시남부교육지원청,37.50510665,126.8880137,856,823,798,746,713,701,657,649,630,630,601,604,565,559,551
서울월촌초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54069543,126.876258,1470,1348,1312,1321,1259,1184,1224,1260,1273,1224,1221,1192,1141,1116,1052
서울은정초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.51112797,126.8670434,674,599,594,533,474,401,353,327,307,314,304,324,346,337,346
서울오금초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50886634,127.1323312,1208,1122,1035,902,804,731,667,611,576,583,633,591,617,625,654
서울신길초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.51087166,126.9267292,1710,1575,1556,1491,1437,1370,1336,1351,1318,1368,1349,1268,1214,1135,1097
서울대곡초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49471064,127.0650265,1515,1440,1405,1297,1159,1070,1068,1108,1082,1103,1161,1226,1290,1221,1209
서울오륜초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51242411,127.1345763,678,623,592,579,576,560,585,610,615,663,677,674,661,610,527
서울개명초등학교,초등학교,공립,서울특별시남부교육지원청,37.48303904,126.8509791,779,734,697,665,627,567,672,688,680,641,649,458,401,330,322
서울신강초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52584419,126.8422639,1058,968,904,852,807,763,727,697,633,597,569,537,482,462,449
서울가산초등학교,초등학교,공립,서울특별시남부교육지원청,37.47816515,126.8963297,634,589,564,518,464,438,419,412,412,392,355,333,291,276,276
서울정곡초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.57695491,126.8189328,503,501,464,406,388,390,364,333,330,309,276,260,232,193,179
서울원묵초등학교,초등학교,공립,서울특별시동부교육지원청,37.61774881,127.0868142,1364,1288,1177,1134,1078,1047,1046,1003,1034,1067,1113,1135,1149,1126,1061
서울장평초등학교,초등학교,공립,서울특별시동부교육지원청,37.57399502,127.073891,1063,1041,1020,1019,1042,1064,1083,1148,1136,1153,1099,1111,1119,1116,1095
서울안천초등학교,초등학교,공립,서울특별시남부교육지원청,37.45874564,126.88839,848,812,702,648,575,508,447,399,362,310,292,286,283,274,248
서울대진초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49701211,127.0780425,651,632,578,514,449,399,379,371,316,293,285,316,295,286,275
서울가주초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.49656722,127.1292617,1471,1353,1280,1282,1205,1117,1071,1062,1018,966,927,920,865,845,830
서울염경초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.55500067,126.8712046,1146,1148,1104,1098,1090,1082,1039,1038,987,978,974,954,999,952,909
서울개웅초등학교,초등학교,공립,서울특별시남부교육지원청,37.48857132,126.8499823,1349,1235,1111,1001,861,795,736,697,707,661,630,612,568,530,514
서울연촌초등학교,초등학교,공립,서울특별시북부교육지원청,37.63548118,127.0734648,1200,1083,1009,921,846,799,759,802,776,755,737,679,652,595,561
서울잠전초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50733791,127.0838499,1361,1244,1130,1028,903,810,763,746,715,711,705,685,619,566,525
서울교육대학교부설초등학교,초등학교,국립,서울특별시강남서초교육지원청,37.49074049,127.0154245,765,767,767,737,690,662,639,629,617,617,631,616,614,611,612
서울신방학초등학교,초등학교,공립,서울특별시북부교육지원청,37.66668425,127.0289181,1140,1046,956,882,784,718,606,558,481,444,441,417,413,391,376
서울신상계초등학교,초등학교,공립,서울특별시북부교육지원청,37.66751782,127.0758263,1059,972,899,832,766,663,610,558,494,444,405,385,427,414,396
서울우장초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54963819,126.8459842,938,904,778,720,667,589,553,705,787,848,905,958,948,881,903
서울개봉초등학교,초등학교,공립,서울특별시남부교육지원청,37.48952491,126.857976,1669,1642,1549,1514,1426,1378,1368,1378,1335,1271,1278,1247,1137,1024,999
이화여자대학교사범대학부속초등학교,초등학교,사립,서울특별시서부교육지원청,37.56115022,126.9427504,717,720,702,688,672,655,640,623,622,624,624,624,623,624,624
동광초등학교,초등학교,사립,서울특별시남부교육지원청,37.45199688,126.9158199,465,476,492,521,525,480,462,464,461,416,398,384,385,410,452
서울대학교사범대학부설초등학교,초등학교,국립,서울특별시중부교육지원청,37.5775997,127.0042955,790,778,756,743,702,697,694,701,710,665,653,632,627,621,613
서울중계초등학교,초등학교,공립,서울특별시북부교육지원청,37.65784243,127.0733117,1460,1403,1329,1238,1154,1047,981,1036,994,963,928,950,940,944,884
서울염리초등학교,초등학교,공립,서울특별시서부교육지원청,37.54271029,126.945999,1067,1062,1030,1029,1024,1030,1097,1282,1315,1334,1367,1413,1415,1420,1446
서울강서초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52241272,126.8409879,1577,1482,1402,1375,1291,1223,1252,1258,1230,1211,1219,1243,1124,1082,1026
서울용동초등학교,초등학교,공립,서울특별시북부교육지원청,37.64108381,127.0690818,1140,1032,979,893,803,692,628,583,523,479,440,409,393,319,298
서울방현초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.47650298,126.9900734,552,486,481,453,418,402,357,352,332,323,329,332,332,294,239
서울중현초등학교,초등학교,공립,서울특별시북부교육지원청,37.63251462,127.0659521,661,597,514,472,432,401,372,365,307,269,253,228,177,150,139
서울금천초등학교,초등학교,공립,서울특별시남부교육지원청,37.45481033,126.9128749,438,389,354,289,249,231,216,199,192,186,179,177,146,145,155
서울윤중초등학교,초등학교,공립,서울특별시남부교육지원청,37.51964164,126.9225908,399,383,397,375,409,437,425,428,394,415,419,492,493,500,489
서울봉천초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.4832696,126.9581884,1086,1052,1026,989,924,867,830,848,826,813,828,840,787,743,729
서울중평초등학교,초등학교,공립,서울특별시북부교육지원청,37.63753357,127.0639651,2232,2162,2091,2002,1856,1723,1687,1719,1686,1653,1639,1609,1565,1532,1424
서울자운초등학교,초등학교,공립,서울특별시북부교육지원청,37.65801094,127.0466811,1490,1428,1406,1303,1205,1093,1087,1053,999,961,922,886,792,752,705
서울신당초등학교,초등학교,공립,서울특별시중부교육지원청,37.56362621,127.0236731,549,476,440,433,478,450,427,428,383,349,356,332,343,318,334
서울면중초등학교,초등학교,공립,서울특별시동부교육지원청,37.58244179,127.0965509,961,861,782,699,604,490,424,408,331,297,288,266,271,272,287
서울아주초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50582689,127.075764,936,868,884,843,781,693,643,650,595,576,562,519,472,457,421
서울보라매초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.49585189,126.9161445,1757,1755,1765,1779,1719,1753,1814,1798,1740,1721,1682,1624,1505,1456,1438
서울남천초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50144683,127.1507951,1189,1100,1009,945,829,782,755,717,619,577,557,518,453,406,364
서울옥수초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54552939,127.0218696,726,676,577,482,437,421,413,401,434,462,525,540,538,532,537
서울거여초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.50516942,127.1409011,1073,974,870,802,694,590,511,465,420,411,442,618,650,644,653
서울신용산초등학교,초등학교,공립,서울특별시중부교육지원청,37.52062959,126.9753663,2033,2060,1991,1927,1835,1743,1731,1759,1752,1707,1682,1668,1618,1572,1483
서울동일초등학교,초등학교,공립,서울특별시북부교육지원청,37.66649572,127.0523447,1511,1432,1342,1214,1115,1023,958,892,845,764,731,724,696,683,664
서울온곡초등학교,초등학교,공립,서울특별시북부교육지원청,37.66754054,127.0659829,1291,1233,1145,1047,967,854,818,762,726,726,737,707,675,639,607
서울구암초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48921747,126.9462717,2369,2282,2250,2165,2027,1928,1915,1881,1796,1771,1754,1723,1624,1496,1464
서울도봉초등학교,초등학교,공립,서울특별시북부교육지원청,37.67996175,127.0382887,763,704,584,546,512,484,465,455,470,485,499,496,454,418,395
서울문성초등학교,초등학교,공립,서울특별시남부교육지원청,37.47491196,126.8994492,952,832,759,681,656,601,560,502,481,454,438,432,396,390,389
서울구로남초등학교,초등학교,공립,서울특별시남부교육지원청,37.48420602,126.8902182,1400,1277,1143,1058,933,793,714,669,636,603,572,567,555,510,468
서울영풍초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.49622,127.1430148,1388,1303,1214,1127,1043,909,858,831,750,649,642,599,543,493,658
서울삼광초등학교,초등학교,공립,서울특별시중부교육지원청,37.54775231,126.9765943,754,704,634,601,567,527,509,478,458,450,456,461,424,413,422
서울문정초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.48907284,127.1290135,1781,1555,1461,1347,1227,1179,1119,1040,991,942,905,878,796,742,719
서울신계초등학교,초등학교,공립,서울특별시북부교육지원청,37.62979163,127.052769,768,745,662,597,539,487,476,436,407,395,399,392,333,290,277
서울광진초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.54761146,127.0913325,1199,1139,1035,959,901,816,777,691,658,646,616,634,575,575,602
서울광희초등학교,초등학교,공립,서울특별시중부교육지원청,37.56729928,127.0156879,472,453,370,312,257,231,241,252,283,308,313,296,272,264,268
서울신천초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.5140111,127.0950476,842,794,766,708,675,595,592,563,526,527,486,457,443,439,419
서울신서초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52055887,126.8623309,1731,1618,1596,1491,1359,1266,1184,1155,1112,1115,1135,1149,1181,1198,1143
서울장수초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.5129972,126.8451597,721,760,764,733,650,602,566,543,519,520,506,483,453,436,400
서울거원초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.48762503,127.144909,2010,1851,1711,1658,1513,1385,1355,1285,1041,732,700,670,619,799,679
서울난향초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.46282189,126.9183368,1145,1135,1117,1105,1122,1072,1083,1063,1014,952,927,913,858,829,779
서울잠원초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.501859,126.9980966,1040,1028,1591,1625,1702,1718,1807,1877,1818,1812,1755,1591,1467,1405,1659
서울면남초등학교,초등학교,공립,서울특별시동부교육지원청,37.57725972,127.0876664,987,866,806,705,595,502,460,432,403,373,380,378,344,326,321
서울서정초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52345012,126.8672362,1969,1392,1257,1114,1020,891,858,854,783,774,766,766,782,810,847
서울방일초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.4852056,126.998849,1205,1135,1078,1006,924,877,878,847,848,846,868,883,873,906,979
서울송정초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56223089,126.8102813,1216,1227,1159,1091,1041,925,897,804,766,723,707,723,653,650,730
서울신원초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52950283,126.829855,841,753,689,627,595,553,533,524,498,471,464,480,462,439,419
서울송천초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.6149052,127.0237354,1021,901,798,940,853,735,666,605,557,526,539,545,530,536,505
서울신학초등학교,초등학교,공립,서울특별시북부교육지원청,37.66122045,127.0257213,1077,1000,891,817,762,672,624,591,569,534,501,481,446,428,409
청원초등학교,초등학교,사립,서울특별시북부교육지원청,37.66525155,127.0625329,561,591,638,669,661,637,632,654,665,673,668,665,660,671,698
서울숭신초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.56781934,127.0278897,287,255,228,198,183,151,138,184,414,604,680,775,782,842,868
서울신영초등학교,초등학교,공립,서울특별시남부교육지원청,37.50100602,126.8960948,1199,1073,950,905,823,749,724,715,680,645,609,591,542,488,482
서울면일초등학교,초등학교,공립,서울특별시동부교육지원청,37.5920416,127.0997947,1581,1451,1320,1198,1117,1043,1007,950,828,769,767,778,752,680,647
서울당서초등학교,초등학교,공립,서울특별시남부교육지원청,37.53202744,126.8998142,1618,1519,1454,1401,1271,1192,1185,1177,1174,1146,1203,1247,1240,1253,1228
서울목동초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.52280877,126.8721195,2227,1643,1583,1475,1335,1209,1236,1234,1310,1320,1349,1378,1390,1406,1411
금성초등학교,초등학교,사립,서울특별시동부교육지원청,37.61531513,127.0898585,736,725,693,677,660,621,601,574,578,608,597,598,600,617,632
서울청량초등학교,초등학교,공립,서울특별시동부교육지원청,37.5923094,127.0559085,1544,1453,1373,1297,1175,1074,1022,992,924,916,909,800,733,678,655
서울신답초등학교,초등학교,공립,서울특별시동부교육지원청,37.57270461,127.0429617,846,789,716,705,645,596,578,521,474,453,443,477,450,468,499
서울신림초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47711985,126.9268767,1745,1552,1389,1231,1104,970,889,829,788,729,690,677,663,601,581
서울창경초등학교,초등학교,공립,서울특별시북부교육지원청,37.65660218,127.0346025,1877,1699,1565,1461,1339,1163,1107,1079,1033,984,991,991,934,912,888
서울하늘초등학교,초등학교,공립,서울특별시서부교육지원청,37.5858088,126.8808619,#N/A,#N/A,#N/A,744,938,964,1079,1166,1284,1218,1153,1095,922,739,611
서울사당초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47383628,126.9733501,1481,1352,1192,1036,908,818,795,712,698,687,682,669,639,603,590
서울답십리초등학교,초등학교,공립,서울특별시동부교육지원청,37.56880432,127.055427,1538,1387,1190,1030,911,819,772,949,935,956,959,981,914,893,913
서울문덕초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.48518009,127.127729,975,905,813,731,637,607,579,554,544,603,614,616,603,596,589
서울은로초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.50314888,126.9599535,1064,917,785,699,615,608,574,580,573,584,555,637,674,682,714
서울원당초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48128046,126.9562493,472,376,316,289,313,301,304,305,299,277,264,243,218,200,173
서울송화초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56815047,126.8180329,1447,1386,1401,1310,1193,1116,1075,1233,1234,1208,1279,1319,1328,1250,1207
서울왕북초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48632828,127.0860547,794,725,657,623,589,496,488,711,714,754,794,839,880,857,910
서울역삼초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49316528,127.0326527,697,636,603,549,503,466,461,414,406,365,344,338,337,362,364
서울삼릉초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.51325992,127.0469495,597,630,591,588,539,518,536,515,499,502,527,550,557,574,529
서울용곡초등학교,초등학교,공립,서울특별시성동광진교육지원청,37.56710862,127.088453,1446,1273,1129,964,843,732,675,645,600,549,526,524,473,462,438
서울수색초등학교,초등학교,공립,서울특별시서부교육지원청,37.58517215,126.8960121,1378,1193,1047,812,708,649,604,536,434,364,281,193,133,212,244
서울서빙고초등학교,초등학교,공립,서울특별시중부교육지원청,37.52206892,126.9923004,413,366,343,336,568,506,515,509,482,488,474,473,455,424,419
서울은진초등학교,초등학교,공립,서울특별시서부교육지원청,37.63303012,126.920996,#N/A,184,481,558,582,639,688,721,729,713,775,796,784,708,669
서울본동초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.50992508,126.9538508,339,300,278,246,219,202,186,166,148,126,112,102,94,109,120
서울남부초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48511944,126.9221838,1468,1313,1144,1000,891,789,720,674,627,578,567,528,501,481,496
서울봉현초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.49124068,126.9555874,1869,1749,1639,1561,1447,1280,1223,1181,1110,1047,1003,942,890,857,811
서울삼정초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.58050843,126.8104937,562,472,428,366,354,320,298,304,294,284,258,252,252,227,236
서울덕의초등학교,초등학교,공립,서울특별시남부교육지원청,37.50605683,126.857346,1275,1172,1228,1244,1212,1180,1162,1169,1184,1173,1182,1172,1115,1051,1017
서울대도초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.49260076,127.0533774,2075,2013,1951,1932,1852,1712,1757,1868,1926,1991,2045,2157,2212,2129,2025
서울신동초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.51713004,127.0113904,1920,1780,1797,1753,1649,1517,1500,1483,1470,1546,1555,1503,1468,1365,1279
서울창림초등학교,초등학교,공립,서울특별시북부교육지원청,37.64323708,127.0416041,1691,1511,1410,1329,1230,1127,1144,1082,1025,1041,1049,1061,947,938,935
서울연지초등학교,초등학교,공립,서울특별시북부교육지원청,37.63319251,127.0595343,409,402,377,361,327,309,298,295,275,272,252,264,293,296,289
서울보광초등학교,초등학교,공립,서울특별시중부교육지원청,37.53254047,126.9963946,964,951,867,795,698,645,588,498,470,408,388,344,300,278,250
서울가양초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56221719,126.8585216,855,797,741,663,584,480,421,355,317,295,261,235,249,217,212
서울종암초등학교,초등학교,공립,서울특별시동부교육지원청,37.58230741,127.0318564,1083,969,885,826,735,694,684,685,677,669,620,573,544,500,464
서울을지초등학교,초등학교,공립,서울특별시북부교육지원청,37.65058885,127.0730918,2177,2065,1962,1869,1760,1637,1598,1609,1554,1598,1631,1688,1668,1594,1531
서울상수초등학교,초등학교,공립,서울특별시북부교육지원청,37.65110502,127.0647586,1670,1576,1464,1363,1300,1193,1140,1123,1034,949,901,863,776,716,644
서울숭인초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.6091602,127.0382341,873,1071,1128,1250,1308,1332,1382,1463,1444,1430,1452,1396,1281,1206,1145
서울일신초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.59881357,127.0401072,784,761,715,842,863,844,844,859,848,844,844,831,831,810,788
서울묵현초등학교,초등학교,공립,서울특별시동부교육지원청,37.6090804,127.0736243,917,860,829,788,723,688,634,643,610,631,636,629,578,537,525
서울상계초등학교,초등학교,공립,서울특별시북부교육지원청,37.65962546,127.066495,654,566,538,477,407,382,365,321,318,336,331,322,295,278,268
서울선유초등학교,초등학교,공립,서울특별시남부교육지원청,37.53287919,126.8927768,627,633,624,586,568,526,498,494,465,442,424,404,387,351,367
서울신중초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48015788,127.0093433,1185,1117,1109,1052,958,916,892,928,908,906,879,903,928,931,885
서울숭곡초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.60840947,127.0328151,1009,858,828,785,747,714,677,617,561,495,470,466,491,470,621
서울서신초등학교,초등학교,공립,서울특별시서부교육지원청,37.59229405,126.9073823,971,953,921,874,821,781,767,727,697,697,689,648,588,513,485
서울금산초등학교,초등학교,공립,서울특별시남부교육지원청,37.44144269,126.9080871,698,654,570,516,447,403,384,366,365,345,342,342,323,302,295
서울화곡초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.54366962,126.8464717,1449,1425,1325,1278,1182,1111,1033,1039,1023,1040,1058,1043,968,903,822
서울금동초등학교,초등학교,공립,서울특별시남부교육지원청,37.44773848,126.9163989,1305,1272,1210,1089,1057,1023,1032,1044,1023,1019,997,957,862,795,756
성신초등학교,초등학교,사립,서울특별시성북강북교육지원청,37.59462313,127.0231285,565,569,584,564,565,542,544,523,490,483,458,445,445,454,472
서울두산초등학교,초등학교,공립,서울특별시남부교육지원청,37.46754839,126.8909461,1024,944,858,831,760,707,676,673,661,609,563,558,548,521,571
서울방화초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.56870373,126.8074982,1043,929,897,848,808,750,720,681,661,614,605,622,588,573,559
서울대동초등학교,초등학교,공립,서울특별시남부교육지원청,37.49370503,126.9001194,1093,968,824,739,620,555,519,507,507,487,446,445,409,385,339
서울영동초등학교,초등학교,공립,서울특별시남부교육지원청,37.52700691,126.9077034,675,627,587,532,498,475,481,459,461,441,434,430,401,425,409
서울방이초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51343915,127.1204994,1323,1220,1131,1011,936,849,780,739,698,672,639,608,577,563,566
서울미아초등학교,초등학교,공립,서울특별시성북강북교육지원청,37.61058761,127.0216444,1418,1349,1310,1375,1359,1327,1334,1328,1268,1251,1270,1249,1168,1152,1226
은석초등학교,초등학교,사립,서울특별시동부교육지원청,37.57855999,127.0757616,630,631,645,669,711,735,756,756,711,678,657,658,643,647,676
서울영희초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.4923004,127.0811328,649,585,538,508,447,441,402,385,372,342,357,345,339,336,309
서울용산초등학교,초등학교,공립,서울특별시중부교육지원청,37.53561344,126.9725506,195,193,200,213,198,173,203,220,236,251,269,307,300,331,362
서울버들초등학교,초등학교,공립,서울특별시강동송파교육지원청,37.51028143,127.0889992,843,839,859,834,825,852,907,906,930,979,999,1025,1060,1107,1066
서울청담초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.52828187,127.045153,915,844,835,832,751,692,669,599,560,533,533,510,465,500,495
서울배봉초등학교,초등학교,공립,서울특별시동부교육지원청,37.58008416,127.0668719,1041,1044,907,856,793,738,684,645,582,554,571,506,476,449,460
서울면북초등학교,초등학교,공립,서울특별시동부교육지원청,37.59441816,127.1035478,503,427,357,302,270,235,204,184,184,182,176,167,166,142,129
서울관악초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48102565,126.9425545,1257,1110,1031,951,869,829,759,713,613,572,533,505,572,591,571
서울미동초등학교,초등학교,공립,서울특별시서부교육지원청,37.56335057,126.9658506,952,873,846,797,745,713,657,649,570,533,487,437,379,314,308
서울은천초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.4865852,126.9426791,1560,1430,1322,1286,1249,1237,1281,1270,1232,1205,1190,1137,1054,1043,980
서울양화초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.5436693,126.873986,1668,1448,1299,1154,1066,944,937,885,847,782,757,734,682,635,635
서울청파초등학교,초등학교,공립,서울특별시중부교육지원청,37.5473049,126.9635439,1357,1227,1110,999,880,775,675,635,591,513,450,447,431,384,370
서울대모초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.48059845,127.0859938,1012,998,991,1004,993,957,986,1044,1044,1085,1093,1084,1084,991,920
경희초등학교,초등학교,사립,서울특별시동부교육지원청,37.59394914,127.054891,760,723,724,702,724,719,709,705,661,641,601,586,582,598,623
서울신남성초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.48815254,126.96487,1067,1012,934,873,807,729,713,666,611,555,537,536,510,528,517
서울선곡초등학교,초등학교,공립,서울특별시북부교육지원청,37.61869442,127.0578029,1566,1449,1322,1197,1169,1031,993,933,908,886,842,804,786,744,688
서울원명초등학교,초등학교,공립,서울특별시강남서초교육지원청,37.50079587,127.0167076,1455,1460,1502,1555,1560,1515,1525,1462,1397,1386,1351,1347,1344,1299,1231
서울도림초등학교,초등학교,공립,서울특별시남부교육지원청,37.50750302,126.9072907,1184,1179,1126,1025,936,847,763,701,604,565,529,536,476,427,406
서울백산초등학교,초등학교,공립,서울특별시남부교육지원청,37.44673975,126.905146,883,794,731,631,588,539,502,461,426,394,368,342,305,288,274
서울삼육초등학교,초등학교,사립,서울특별시동부교육지원청,37.5887715,127.0471713,723,759,771,764,763,762,731,696,666,662,638,664,655,675,716
서울소의초등학교,초등학교,공립,서울특별시서부교육지원청,37.55278186,126.9606556,1096,975,873,792,690,621,557,534,548,531,512,491,474,437,458
서울성산초등학교,초등학교,공립,서울특별시서부교육지원청,37.55342789,126.9109504,1693,1536,1374,1260,1121,1022,995,932,889,856,823,803,726,688,686
서울개화초등학교,초등학교,공립,서울특별시강서양천교육지원청,37.57394373,126.8046464,440,378,344,296,253,252,218,200,165,167,165,140,129,101,104
서울미성초등학교,초등학교,공립,서울특별시동작관악교육지원청,37.47833997,126.9123923,1221,1108,997,894,820,805,817,796,802,805,822,835,792,745,731
서울대영초등학교,초등학교,공립,서울특별시남부교육지원청,37.50267937,126.9063367,1151,1047,912,786,697,656,653,643,639,599,611,656,736,871,954
